eco	name	fen	moves	name.unique	moves_commas
D17	Slav Defense: Czech Variation, Krause Attack, Fazekas Gambit	r2qkb1r/pp2pppp/n1p2n2/4Nb2/P1pPP3/2N5/1P3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 b8a6 e2e4	Slav Defense: Czech Variation, Krause Attack, Fazekas Gambit	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,f3e5,b8a6,e2e4
D17	Slav Defense: Czech Variation, Wiesbaden Variation	rn1qkb1r/pp3ppp/2p1pn2/4Nb2/P1pP4/2N5/1P2PPPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 e7e6	Slav Defense: Czech Variation, Wiesbaden Variation	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,f3e5,e7e6
D17	Slav Defense: Czech Variation, Wiesbaden Variation, Sharp Line	rn1qk2r/pp3ppp/2p1pn2/4Nb2/PbpPP3/2N2P2/1P4PP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 f3e5 e7e6 f2f3 f8b4 e2e4	Slav Defense: Czech Variation, Wiesbaden Variation, Sharp Line	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,f3e5,e7e6,f2f3,f8b4,e2e4
D18	Slav Defense: Czech Variation, Classical System	rn1qkb1r/pp2pppp/2p2n2/5b2/P1pP4/2N1PN2/1P3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3	Slav Defense: Czech Variation, Classical System	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,e2e3
D18	Slav Defense: Czech Variation, Lasker Variation	r2qkb1r/pp2pppp/n1p2n2/5b2/P1pP4/2N1PN2/1P3PPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 b8a6	Slav Defense: Czech Variation, Lasker Variation	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,e2e3,b8a6
D19	Slav Defense: Czech Variation, Classical System, Main Line	rn1q1rk1/pp3ppp/2p1pn2/5b2/PbBP4/2N1PN2/1P2QPPP/R1B2RK1 b - -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1c4 f8b4 e1g1 e8g8 d1e2	Slav Defense: Czech Variation, Classical System, Main Line	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,e2e3,e7e6,f1c4,f8b4,e1g1,e8g8,d1e2
D19	Slav Defense: Czech Variation, Dutch Variation	rn1qk2r/pp3ppp/2p1pn2/5b2/PbBP4/2N1PN2/1P3PPP/R1BQ1RK1 b kq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1c4 f8b4 e1g1	Slav Defense: Czech Variation, Dutch Variation	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,e2e3,e7e6,f1c4,f8b4,e1g1
D19	Slav Defense: Czech Variation, Dutch Variation, Sämisch Variation	rn1q1rk1/pp3ppp/2p1p3/5b2/PbBPn1P1/2N1PN2/1P2QP1P/R1B2RK1 b - -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 d5c4 a2a4 c8f5 e2e3 e7e6 f1c4 f8b4 e1g1 e8g8 d1e2 f6e4 g2g4	Slav Defense: Czech Variation, Dutch Variation, Sämisch Variation	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,b1c3,d5c4,a2a4,c8f5,e2e3,e7e6,f1c4,f8b4,e1g1,e8g8,d1e2,f6e4,g2g4
D20	Queen's Gambit Accepted	rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4	Queen's Gambit Accepted 1	d2d4,d7d5,c2c4,d5c4
D20	Queen's Gambit Accepted: Accelerated Mannheim Variation	rnbqkbnr/ppp1pppp/8/8/Q1pP4/8/PP2PPPP/RNB1KBNR b KQkq -	d2d4 d7d5 c2c4 d5c4 d1a4	Queen's Gambit Accepted: Accelerated Mannheim Variation	d2d4,d7d5,c2c4,d5c4,d1a4
D20	Queen's Gambit Accepted: Central Variation, Alekhine System	rnbqkb1r/ppp1pppp/5n2/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 g8f6	Queen's Gambit Accepted: Central Variation, Alekhine System	d2d4,d7d5,c2c4,d5c4,e2e4,g8f6
D20	Queen's Gambit Accepted: Central Variation, Greco Variation	rnbqkbnr/p1p1pppp/8/1p6/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 b7b5	Queen's Gambit Accepted: Central Variation, Greco Variation	d2d4,d7d5,c2c4,d5c4,e2e4,b7b5
D20	Queen's Gambit Accepted: Central Variation, McDonnell Defense	rnbqkbnr/ppp2ppp/8/4p3/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 e7e5	Queen's Gambit Accepted: Central Variation, McDonnell Defense	d2d4,d7d5,c2c4,d5c4,e2e4,e7e5
D20	Queen's Gambit Accepted: Central Variation, McDonnell Defense, Somov Gambit	rnbqkbnr/ppp2ppp/8/4p3/2BPP3/8/PP3PPP/RNBQK1NR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 e7e5 f1c4	Queen's Gambit Accepted: Central Variation, McDonnell Defense, Somov Gambit	d2d4,d7d5,c2c4,d5c4,e2e4,e7e5,f1c4
D20	Queen's Gambit Accepted: Central Variation, Modern Defense	r1bqkbnr/ppp1pppp/2n5/8/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 b8c6	Queen's Gambit Accepted: Central Variation, Modern Defense	d2d4,d7d5,c2c4,d5c4,e2e4,b8c6
D20	Queen's Gambit Accepted: Central Variation, Rubinstein Defense	rnbqkbnr/pp2pppp/8/2p5/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 c7c5	Queen's Gambit Accepted: Central Variation, Rubinstein Defense	d2d4,d7d5,c2c4,d5c4,e2e4,c7c5
D20	Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit	rnbqkbnr/p3pppp/8/1ppP4/2p1P3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 b7b5	Queen's Gambit Accepted: Central Variation, Rubinstein Defense, Yefimov Gambit	d2d4,d7d5,c2c4,d5c4,e2e4,c7c5,d4d5,b7b5
D20	Queen's Gambit Accepted: Linares Variation	rnbqkb1r/p3pppp/5n2/1ppP4/2p1P3/2N5/PP3PPP/R1BQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 c7c5 d4d5 g8f6 b1c3 b7b5	Queen's Gambit Accepted: Linares Variation	d2d4,d7d5,c2c4,d5c4,e2e4,c7c5,d4d5,g8f6,b1c3,b7b5
D20	Queen's Gambit Accepted: Old Variation	rnbqkbnr/ppp1pppp/8/8/2pP4/4P3/PP3PPP/RNBQKBNR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e3	Queen's Gambit Accepted: Old Variation	d2d4,d7d5,c2c4,d5c4,e2e3
D20	Queen's Gambit Accepted: Old Variation, Billinger Gambit	rnb1kbnr/ppp1qppp/8/8/2Bp4/PQ2P3/1P3PPP/RNB1K1NR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 a2a3	Queen's Gambit Accepted: Old Variation, Billinger Gambit	d2d4,d7d5,c2c4,d5c4,e2e3,e7e5,f1c4,e5d4,d1b3,d8e7,a2a3
D20	Queen's Gambit Accepted: Old Variation, Christensen Gambit	rnb1kbnr/ppp1qppp/8/8/2Bp4/1Q2PN2/PP3PPP/RNB1K2R b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 g1f3	Queen's Gambit Accepted: Old Variation, Christensen Gambit	d2d4,d7d5,c2c4,d5c4,e2e3,e7e5,f1c4,e5d4,d1b3,d8e7,g1f3
D20	Queen's Gambit Accepted: Old Variation, Korchnoi Gambit	rnb1kbnr/ppp1qppp/8/8/2Bp4/1Q2P3/PP3PPP/RNB2KNR b kq -	d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 e1f1	Queen's Gambit Accepted: Old Variation, Korchnoi Gambit	d2d4,d7d5,c2c4,d5c4,e2e3,e7e5,f1c4,e5d4,d1b3,d8e7,e1f1
D20	Queen's Gambit Accepted: Old Variation, Novikov Gambit	rnb1kbnr/ppp1qppp/8/8/2Bp4/1Q2P3/PP1N1PPP/R1B1K1NR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e3 e7e5 f1c4 e5d4 d1b3 d8e7 b1d2	Queen's Gambit Accepted: Old Variation, Novikov Gambit	d2d4,d7d5,c2c4,d5c4,e2e3,e7e5,f1c4,e5d4,d1b3,d8e7,b1d2
D20	Queen's Gambit Accepted: Saduleto Variation	rnbqkbnr/ppp1pppp/8/8/2pPP3/8/PP3PPP/RNBQKBNR b KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4	Queen's Gambit Accepted: Saduleto Variation	d2d4,d7d5,c2c4,d5c4,e2e4
D20	Queen's Gambit Accepted: Schwartz Defense	rnbqkbnr/ppp1p1pp/8/5p2/2pPP3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 d5c4 e2e4 f7f5	Queen's Gambit Accepted: Schwartz Defense	d2d4,d7d5,c2c4,d5c4,e2e4,f7f5
D21	Queen's Gambit Accepted: Alekhine Defense, Borisenko-Furman Variation	rnbqkbnr/1pp1pppp/p7/8/2pPP3/5N2/PP3PPP/RNBQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e4	Queen's Gambit Accepted: Alekhine Defense, Borisenko-Furman Variation	d2d4,d7d5,c2c4,d5c4,g1f3,a7a6,e2e4
D21	Queen's Gambit Accepted: Godes Variation	r1bqkbnr/pppnpppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 b8d7	Queen's Gambit Accepted: Godes Variation	d2d4,d7d5,c2c4,d5c4,g1f3,b8d7
D21	Queen's Gambit Accepted: Gunsberg Defense	rnbqkbnr/pp2pppp/8/2p5/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 c7c5	Queen's Gambit Accepted: Gunsberg Defense	d2d4,d7d5,c2c4,d5c4,g1f3,c7c5
D21	Queen's Gambit Accepted: Normal Variation	rnbqkbnr/ppp1pppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3	Queen's Gambit Accepted: Normal Variation 1	d2d4,d7d5,c2c4,d5c4,g1f3
D21	Queen's Gambit Accepted: Slav Gambit	rnbqkbnr/p1p1pppp/8/1p6/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 b7b5	Queen's Gambit Accepted: Slav Gambit	d2d4,d7d5,c2c4,d5c4,g1f3,b7b5
D22	Queen's Gambit Accepted: Alekhine Defense	rnbqkbnr/1pp1pppp/p7/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 a7a6	Queen's Gambit Accepted: Alekhine Defense	d2d4,d7d5,c2c4,d5c4,g1f3,a7a6
D22	Queen's Gambit Accepted: Alekhine Defense, Alatortsev Variation	rn1qkbnr/1pp2ppp/p3p3/3P4/2B3b1/4PN2/PP3PPP/RNBQK2R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e3 c8g4 f1c4 e7e6 d4d5	Queen's Gambit Accepted: Alekhine Defense, Alatortsev Variation	d2d4,d7d5,c2c4,d5c4,g1f3,a7a6,e2e3,c8g4,f1c4,e7e6,d4d5
D22	Queen's Gambit Accepted: Alekhine Defense, Haberditz Variation	rnbqkbnr/2p1pppp/p7/1p6/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 a7a6 e2e3 b7b5	Queen's Gambit Accepted: Alekhine Defense, Haberditz Variation	d2d4,d7d5,c2c4,d5c4,g1f3,a7a6,e2e3,b7b5
D23	Queen's Gambit Accepted	rnbqkb1r/ppp1pppp/5n2/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6	Queen's Gambit Accepted 2	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6
D23	Queen's Gambit Accepted: Mannheim Variation	rnbqkb1r/ppp1pppp/5n2/8/Q1pP4/5N2/PP2PPPP/RNB1KB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 d1a4	Queen's Gambit Accepted: Mannheim Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,d1a4
D24	Queen's Gambit Accepted: Bogoljubov Defense	rnbqkb1r/1pp1pppp/p4n2/8/2pPP3/2N2N2/PP3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3 a7a6 e2e4	Queen's Gambit Accepted: Bogoljubov Defense	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,b1c3,a7a6,e2e4
D24	Queen's Gambit Accepted: Gunsberg Defense, Prianishenmo Gambit	rnbqkb1r/pp3ppp/5n2/2ppP3/2p5/2N2N2/PP3PPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3 c7c5 d4d5 e7e6 e2e4 e6d5 e4e5	Queen's Gambit Accepted: Gunsberg Defense, Prianishenmo Gambit	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,b1c3,c7c5,d4d5,e7e6,e2e4,e6d5,e4e5
D24	Queen's Gambit Accepted: Showalter Variation	rnbqkb1r/ppp1pppp/5n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 b1c3	Queen's Gambit Accepted: Showalter Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,b1c3
D25	Queen's Gambit Accepted: Janowski-Larsen Variation	rn1qkb1r/ppp1pppp/5n2/8/2pP2b1/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 c8g4	Queen's Gambit Accepted: Janowski-Larsen Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,c8g4
D25	Queen's Gambit Accepted: Normal Variation	rnbqkb1r/ppp1pppp/5n2/8/2pP4/4PN2/PP3PPP/RNBQKB1R b KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3	Queen's Gambit Accepted: Normal Variation 2	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3
D25	Queen's Gambit Accepted: Smyslov Variation	rnbqkb1r/ppp1pp1p/5np1/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 g7g6	Queen's Gambit Accepted: Smyslov Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,g7g6
D25	Queen's Gambit Accepted: Winawer Defense	rn1qkb1r/ppp1pppp/4bn2/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 c8e6	Queen's Gambit Accepted: Winawer Defense	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,c8e6
D26	Queen's Gambit Accepted: Classical Defense	rnbqkb1r/pp3ppp/4pn2/2p5/2BP4/4PN2/PP3PPP/RNBQK2R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5	Queen's Gambit Accepted: Classical Defense	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5
D26	Queen's Gambit Accepted: Classical Defense, Normal Line	rnbqkb1r/pp3ppp/4pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 b kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1	Queen's Gambit Accepted: Classical Defense, Normal Line	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1
D26	Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation	r1bqkb1r/pp3ppp/2n1pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 b8c6	Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,b8c6
D26	Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Exchange Variation	rnbqkb1r/pp3ppp/4pn2/8/2Bp4/4PN2/PP3PPP/RNBQ1RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 c5d4	Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Exchange Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,c5d4
D26	Queen's Gambit Accepted: Classical, Furman Variation	r1bqk2r/5ppp/p1n1pn2/1pb1P3/2B5/5N2/PP2QPPP/RNB2RK1 b kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 d1e2 a7a6 d4c5 f8c5 e1g1 b8c6 e3e4 b7b5 e4e5	Queen's Gambit Accepted: Classical, Furman Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,d1e2,a7a6,d4c5,f8c5,e1g1,b8c6,e3e4,b7b5,e4e5
D26	Queen's Gambit Accepted: Normal Variation, Traditional System	rnbqkb1r/ppp2ppp/4pn2/8/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6	Queen's Gambit Accepted: Normal Variation, Traditional System	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6
D27	Queen's Gambit Accepted: Classical Defense, Main Line	rnbqkb1r/1p3ppp/p3pn2/2p5/2BP4/4PN2/PP3PPP/RNBQ1RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6	Queen's Gambit Accepted: Classical Defense, Main Line	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6
D27	Queen's Gambit Accepted: Classical Defense, Rubinstein Variation	rnbqkb1r/1p3ppp/p3pn2/2p5/P1BP4/4PN2/1P3PPP/RNBQ1RK1 b kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 a2a4	Queen's Gambit Accepted: Classical Defense, Rubinstein Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6,a2a4
D27	Queen's Gambit Accepted: Classical Defense, Russian Gambit	rnbqkb1r/1p3ppp/p3pn2/2p5/2BPP3/5N2/PP3PPP/RNBQ1RK1 b kq -	d2d4 d7d5 c2c4 d5c4 e2e3 g8f6 f1c4 e7e6 g1f3 c7c5 e1g1 a7a6 e3e4	Queen's Gambit Accepted: Classical Defense, Russian Gambit	d2d4,d7d5,c2c4,d5c4,e2e3,g8f6,f1c4,e7e6,g1f3,c7c5,e1g1,a7a6,e3e4
D27	Queen's Gambit Accepted: Furman Variation	rnbqk2r/1p3ppp/p3pn2/2b5/2B5/4PN2/PP3PPP/RNBQ1RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d4c5 f8c5	Queen's Gambit Accepted: Furman Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6,d4c5,f8c5
D28	Queen's Gambit Accepted: Classical Defense, Alekhine System	rnbqkb1r/1p3ppp/p3pn2/2p5/2BP4/4PN2/PP2QPPP/RNB2RK1 b kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2	Queen's Gambit Accepted: Classical Defense, Alekhine System	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6,d1e2
D28	Queen's Gambit Accepted: Classical Defense, Alekhine System, No Main Line	rnbqkb1r/5ppp/p3pn2/1pp5/2BP4/4PN2/PP2QPPP/RNB2RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5	Queen's Gambit Accepted: Classical Defense, Alekhine System, No Main Line	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6,d1e2,b7b5
D28	Queen's Gambit Accepted: Classical, Flohr Variation	r3kb1r/1bq2ppp/p3pn2/1p1P4/2p5/2N1PN2/PPQ2PPP/R1BR2K1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 b8c6 f1d1 c5c4 b3c2 c6b4 b1c3 b4c2 e2c2 c8b7 d4d5 d8c7	Queen's Gambit Accepted: Classical, Flohr Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6,d1e2,b7b5,c4b3,b8c6,f1d1,c5c4,b3c2,c6b4,b1c3,b4c2,e2c2,c8b7,d4d5,d8c7
D29	Queen's Gambit Accepted: Classical Defense, Alekhine System, Main Line	rn1qkb1r/1b3ppp/p3pn2/1pp5/3P4/1B2PN2/PP2QPPP/RNB2RK1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 c8b7	Queen's Gambit Accepted: Classical Defense, Alekhine System, Main Line	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6,d1e2,b7b5,c4b3,c8b7
D29	Queen's Gambit Accepted: Classical Defense, Alekhine System, Smyslov Variation	r2qk2r/1b1n1ppp/p2bpn2/1pp5/3P4/1BN1PN2/PP2QPPP/R1BR2K1 w kq -	d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 c8b7 f1d1 b8d7 b1c3 f8d6	Queen's Gambit Accepted: Classical Defense, Alekhine System, Smyslov Variation	d2d4,d7d5,c2c4,d5c4,g1f3,g8f6,e2e3,e7e6,f1c4,c7c5,e1g1,a7a6,d1e2,b7b5,c4b3,c8b7,f1d1,b8d7,b1c3,f8d6
D30	French Defense: Diemer-Duhm Gambit	rnbqkbnr/ppp2ppp/4p3/8/2PPp3/8/PP3PPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6 e2e4 d5e4	French Defense: Diemer-Duhm Gambit	d2d4,d7d5,c2c4,e7e6,e2e4,d5e4
D30	Queen's Gambit Declined	rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -	d2d4 d7d5 c2c4 e7e6	Queen's Gambit Declined 1	d2d4,d7d5,c2c4,e7e6
D30	Queen's Gambit Declined: Capablanca Variation	rnbqkb1r/ppp2pp1/4pn1p/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 c1g5 h7h6	Queen's Gambit Declined: Capablanca Variation 1	d2d4,g8f6,c2c4,e7e6,g1f3,d7d5,c1g5,h7h6
D30	Queen's Gambit Declined: Capablanca Variation	r1bqkb1r/pp1n1ppp/2p1pn2/3p2B1/2PP4/4PN2/PP1N1PPP/R2QKB1R b KQkq -	d2d4 g8f6 g1f3 e7e6 c2c4 d7d5 c1g5 c7c6 b1d2 b8d7 e2e3	Queen's Gambit Declined: Capablanca Variation 2	d2d4,g8f6,g1f3,e7e6,c2c4,d7d5,c1g5,c7c6,b1d2,b8d7,e2e3
D30	Queen's Gambit Declined: Semmering Variation	r1bqkb1r/pp1n1ppp/4pn2/2pp4/2PP4/3BPN2/PP1N1PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 b8d7 f1d3 c6c5	Queen's Gambit Declined: Semmering Variation	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,e2e3,e7e6,b1d2,b8d7,f1d3,c6c5
D30	Queen's Gambit Declined: Spielmann Variation	rnbqkb1r/pp3p1p/2p1pnp1/3p4/2PP4/4PN2/PP1N1PPP/R1BQKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 e2e3 c7c6 b1d2 g7g6	Queen's Gambit Declined: Spielmann Variation	d2d4,d7d5,c2c4,e7e6,g1f3,g8f6,e2e3,c7c6,b1d2,g7g6
D30	Queen's Gambit Declined: Stonewall Variation	rnbqkb1r/pp4pp/2p1p3/3p1p2/2PPn3/3BPN2/PP1N1PPP/R1BQK2R w KQkq -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 f6e4 f1d3 f7f5	Queen's Gambit Declined: Stonewall Variation	d2d4,d7d5,c2c4,c7c6,g1f3,g8f6,e2e3,e7e6,b1d2,f6e4,f1d3,f7f5
D30	Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch	rnbqkbnr/pp3ppp/4p3/2pp4/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 d7d5 c2c4 e7e6 g1f3 c7c5	Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch	d2d4,d7d5,c2c4,e7e6,g1f3,c7c5
D30	Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch Bishop Attack	rnbqkbnr/pp3ppp/8/2pp2B1/3P4/5N2/PP2PPPP/RN1QKB1R b KQkq -	d2d4 d7d5 c2c4 e7e6 g1f3 c7c5 c4d5 e6d5 c1g5	Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch Bishop Attack	d2d4,d7d5,c2c4,e7e6,g1f3,c7c5,c4d5,e6d5,c1g5
